product_code,warehouse,product_category,date,order_demand
Product_0083,Whse_C,Category_019,2013-04-01,0
Product_0083,Whse_C,Category_019,2013-04-08,161000
Product_0083,Whse_C,Category_019,2013-04-15,0
Product_0083,Whse_C,Category_019,2013-04-22,0
Product_0083,Whse_C,Category_019,2013-04-29,52000
Product_0083,Whse_C,Category_019,2013-05-06,16000
Product_0083,Whse_C,Category_019,2013-05-13,0
Product_0083,Whse_C,Category_019,2013-05-20,0
Product_0083,Whse_C,Category_019,2013-05-27,3000
Product_0083,Whse_C,Category_019,2013-06-03,10000
Product_0083,Whse_C,Category_019,2013-06-10,80000
Product_0083,Whse_C,Category_019,2013-06-17,0
Product_0083,Whse_C,Category_019,2013-06-24,50000
Product_0083,Whse_C,Category_019,2013-07-01,30000
Product_0083,Whse_C,Category_019,2013-07-08,4000
Product_0083,Whse_C,Category_019,2013-07-15,30000
Product_0083,Whse_C,Category_019,2013-07-22,2000
Product_0083,Whse_C,Category_019,2013-07-29,40000
Product_0083,Whse_C,Category_019,2013-08-05,50000
Product_0083,Whse_C,Category_019,2013-08-12,30000
Product_0083,Whse_C,Category_019,2013-08-19,0
Product_0083,Whse_C,Category_019,2013-08-26,0
Product_0083,Whse_C,Category_019,2013-09-02,50000
Product_0083,Whse_C,Category_019,2013-09-09,73000
Product_0083,Whse_C,Category_019,2013-09-16,40000
Product_0083,Whse_C,Category_019,2013-09-23,80000
Product_0083,Whse_C,Category_019,2013-09-30,140000
Product_0083,Whse_C,Category_019,2013-10-07,0
Product_0083,Whse_C,Category_019,2013-10-14,100000
Product_0083,Whse_C,Category_019,2013-10-21,50000
Product_0083,Whse_C,Category_019,2013-10-28,240000
Product_0083,Whse_C,Category_019,2013-11-04,23000
Product_0083,Whse_C,Category_019,2013-11-11,4000
Product_0083,Whse_C,Category_019,2013-11-18,0
Product_0083,Whse_C,Category_019,2013-11-25,220000
Product_0083,Whse_C,Category_019,2013-12-02,12000
Product_0083,Whse_C,Category_019,2013-12-09,2000
Product_0083,Whse_C,Category_019,2013-12-16,2000
Product_0083,Whse_C,Category_019,2013-12-23,5000
Product_0083,Whse_C,Category_019,2013-12-30,0
Product_0083,Whse_C,Category_019,2014-01-06,0
Product_0083,Whse_C,Category_019,2014-01-13,61000
Product_0083,Whse_C,Category_019,2014-01-20,21000
Product_0083,Whse_C,Category_019,2014-01-27,12000
Product_0083,Whse_C,Category_019,2014-02-03,0
Product_0083,Whse_C,Category_019,2014-02-10,12000
Product_0083,Whse_C,Category_019,2014-02-17,55000
Product_0083,Whse_C,Category_019,2014-02-24,1000
Product_0083,Whse_C,Category_019,2014-03-03,0
Product_0083,Whse_C,Category_019,2014-03-10,0
Product_0083,Whse_C,Category_019,2014-03-17,0
Product_0083,Whse_C,Category_019,2014-03-24,50000
Product_0083,Whse_C,Category_019,2014-03-31,54000
Product_0083,Whse_C,Category_019,2014-04-07,10000
Product_0083,Whse_C,Category_019,2014-04-14,60000
Product_0083,Whse_C,Category_019,2014-04-21,153000
Product_0083,Whse_C,Category_019,2014-04-28,60000
Product_0083,Whse_C,Category_019,2014-05-05,82000
Product_0083,Whse_C,Category_019,2014-05-12,40000
Product_0083,Whse_C,Category_019,2014-05-19,100000
Product_0083,Whse_C,Category_019,2014-05-26,70000
Product_0083,Whse_C,Category_019,2014-06-02,50000
Product_0083,Whse_C,Category_019,2014-06-09,31000
Product_0083,Whse_C,Category_019,2014-06-16,110000
Product_0083,Whse_C,Category_019,2014-06-23,4000
Product_0083,Whse_C,Category_019,2014-06-30,10000
Product_0083,Whse_C,Category_019,2014-07-07,70000
Product_0083,Whse_C,Category_019,2014-07-14,30000
Product_0083,Whse_C,Category_019,2014-07-21,490000
Product_0083,Whse_C,Category_019,2014-07-28,470000
Product_0083,Whse_C,Category_019,2014-08-04,60000
Product_0083,Whse_C,Category_019,2014-08-11,60000
Product_0083,Whse_C,Category_019,2014-08-18,6000
Product_0083,Whse_C,Category_019,2014-08-25,0
Product_0083,Whse_C,Category_019,2014-09-01,0
Product_0083,Whse_C,Category_019,2014-09-08,23000
Product_0083,Whse_C,Category_019,2014-09-15,40000
Product_0083,Whse_C,Category_019,2014-09-22,20000
Product_0083,Whse_C,Category_019,2014-09-29,171000
Product_0083,Whse_C,Category_019,2014-10-06,0
Product_0083,Whse_C,Category_019,2014-10-13,54000
Product_0083,Whse_C,Category_019,2014-10-20,231000
Product_0083,Whse_C,Category_019,2014-10-27,256000
Product_0083,Whse_C,Category_019,2014-11-03,20000
Product_0083,Whse_C,Category_019,2014-11-10,40000
Product_0083,Whse_C,Category_019,2014-11-17,10000
Product_0083,Whse_C,Category_019,2014-11-24,12000
Product_0083,Whse_C,Category_019,2014-12-01,200000
Product_0083,Whse_C,Category_019,2014-12-08,17000
Product_0083,Whse_C,Category_019,2014-12-15,110000
Product_0083,Whse_C,Category_019,2014-12-22,69000
Product_0083,Whse_C,Category_019,2014-12-29,62000
Product_0083,Whse_C,Category_019,2015-01-05,1000
Product_0083,Whse_C,Category_019,2015-01-12,180000
Product_0083,Whse_C,Category_019,2015-01-19,13000
Product_0083,Whse_C,Category_019,2015-01-26,0
Product_0083,Whse_C,Category_019,2015-02-02,16000
Product_0083,Whse_C,Category_019,2015-02-09,20000
Product_0083,Whse_C,Category_019,2015-02-16,0
Product_0083,Whse_C,Category_019,2015-02-23,0
Product_0083,Whse_C,Category_019,2015-03-02,20000
Product_0083,Whse_C,Category_019,2015-03-09,40000
Product_0083,Whse_C,Category_019,2015-03-16,150000
Product_0083,Whse_C,Category_019,2015-03-23,0
Product_0083,Whse_C,Category_019,2015-03-30,15000
Product_0083,Whse_C,Category_019,2015-04-06,1000
Product_0083,Whse_C,Category_019,2015-04-13,0
Product_0083,Whse_C,Category_019,2015-04-20,140000
Product_0083,Whse_C,Category_019,2015-04-27,0
Product_0083,Whse_C,Category_019,2015-05-04,38000
Product_0083,Whse_C,Category_019,2015-05-11,74000
Product_0083,Whse_C,Category_019,2015-05-18,0
Product_0083,Whse_C,Category_019,2015-05-25,100000
Product_0083,Whse_C,Category_019,2015-06-01,50000
Product_0083,Whse_C,Category_019,2015-06-08,0
Product_0083,Whse_C,Category_019,2015-06-15,90000
Product_0083,Whse_C,Category_019,2015-06-22,70000
Product_0083,Whse_C,Category_019,2015-06-29,0
Product_0083,Whse_C,Category_019,2015-07-06,54000
Product_0083,Whse_C,Category_019,2015-07-13,89000
Product_0083,Whse_C,Category_019,2015-07-20,0
Product_0083,Whse_C,Category_019,2015-07-27,56000
Product_0083,Whse_C,Category_019,2015-08-03,29000
Product_0083,Whse_C,Category_019,2015-08-10,5000
Product_0083,Whse_C,Category_019,2015-08-17,62000
Product_0083,Whse_C,Category_019,2015-08-24,0
Product_0083,Whse_C,Category_019,2015-08-31,10000
Product_0083,Whse_C,Category_019,2015-09-07,3000
Product_0083,Whse_C,Category_019,2015-09-14,50000
Product_0083,Whse_C,Category_019,2015-09-21,0
Product_0083,Whse_C,Category_019,2015-09-28,50000
Product_0083,Whse_C,Category_019,2015-10-05,2000
Product_0083,Whse_C,Category_019,2015-10-12,80000
Product_0083,Whse_C,Category_019,2015-10-19,60000
Product_0083,Whse_C,Category_019,2015-10-26,0
Product_0083,Whse_C,Category_019,2015-11-02,221000
Product_0083,Whse_C,Category_019,2015-11-09,50000
Product_0083,Whse_C,Category_019,2015-11-16,15000
Product_0083,Whse_C,Category_019,2015-11-23,0
Product_0083,Whse_C,Category_019,2015-11-30,0
Product_0083,Whse_C,Category_019,2015-12-07,0
Product_0083,Whse_C,Category_019,2015-12-14,4000
Product_0083,Whse_C,Category_019,2015-12-21,100000
Product_0083,Whse_C,Category_019,2015-12-28,0
Product_0083,Whse_C,Category_019,2016-01-04,2000
Product_0083,Whse_C,Category_019,2016-01-11,0
Product_0083,Whse_C,Category_019,2016-01-18,210000
Product_0083,Whse_C,Category_019,2016-01-25,16000
Product_0083,Whse_C,Category_019,2016-02-01,10000
Product_0083,Whse_C,Category_019,2016-02-08,60000
Product_0083,Whse_C,Category_019,2016-02-15,0
Product_0083,Whse_C,Category_019,2016-02-22,0
Product_0083,Whse_C,Category_019,2016-02-29,10000
Product_0083,Whse_C,Category_019,2016-03-07,60000
Product_0083,Whse_C,Category_019,2016-03-14,1000
Product_0083,Whse_C,Category_019,2016-03-21,50000
Product_0083,Whse_C,Category_019,2016-03-28,185000
Product_0083,Whse_C,Category_019,2016-04-04,100000
Product_0083,Whse_C,Category_019,2016-04-11,150000
Product_0083,Whse_C,Category_019,2016-04-18,0
Product_0083,Whse_C,Category_019,2016-04-25,70000
Product_0083,Whse_C,Category_019,2016-05-02,0
Product_0083,Whse_C,Category_019,2016-05-09,110000
Product_0083,Whse_C,Category_019,2016-05-16,100000
Product_0083,Whse_C,Category_019,2016-05-23,0
Product_0083,Whse_C,Category_019,2016-05-30,30000
Product_0083,Whse_C,Category_019,2016-06-06,2000
Product_0083,Whse_C,Category_019,2016-06-13,102000
Product_0083,Whse_C,Category_019,2016-06-20,0
Product_0083,Whse_C,Category_019,2016-06-27,54000
Product_0083,Whse_C,Category_019,2016-07-04,100000
Product_0083,Whse_C,Category_019,2016-07-11,0
Product_0083,Whse_C,Category_019,2016-07-18,51000
Product_0083,Whse_C,Category_019,2016-07-25,100000
Product_0083,Whse_C,Category_019,2016-08-01,0
Product_0083,Whse_C,Category_019,2016-08-08,200000
Product_0083,Whse_C,Category_019,2016-08-15,100000
Product_0083,Whse_C,Category_019,2016-08-22,5000
Product_0083,Whse_C,Category_019,2016-08-29,10000
Product_0083,Whse_C,Category_019,2016-09-05,200000
Product_0083,Whse_C,Category_019,2016-09-12,100000
Product_0083,Whse_C,Category_019,2016-09-19,0
Product_0083,Whse_C,Category_019,2016-09-26,0
Product_0083,Whse_C,Category_019,2016-10-03,2000
Product_0083,Whse_C,Category_019,2016-10-10,0
Product_0083,Whse_C,Category_019,2016-10-17,21000
Product_0083,Whse_C,Category_019,2016-10-24,0
Product_0083,Whse_C,Category_019,2016-10-31,33000
Product_0083,Whse_C,Category_019,2016-11-07,23000
Product_0083,Whse_C,Category_019,2016-11-14,5000
Product_0083,Whse_C,Category_019,2016-11-21,54000
Product_0083,Whse_C,Category_019,2016-11-28,323000
Product_0083,Whse_C,Category_019,2016-12-05,0
Product_0083,Whse_C,Category_019,2016-12-12,0
Product_0083,Whse_C,Category_019,2016-12-19,100000
Product_0083,Whse_C,Category_019,2016-12-26,50000
Product_0083,Whse_J,Category_019,2012-01-09,10000
Product_0083,Whse_J,Category_019,2012-01-16,122000
Product_0083,Whse_J,Category_019,2012-01-23,75000
Product_0083,Whse_J,Category_019,2012-01-30,129000
Product_0083,Whse_J,Category_019,2012-02-06,78000
Product_0083,Whse_J,Category_019,2012-02-13,70000
Product_0083,Whse_J,Category_019,2012-02-20,13000
Product_0083,Whse_J,Category_019,2012-02-27,92000
Product_0083,Whse_J,Category_019,2012-03-05,79000
Product_0083,Whse_J,Category_019,2012-03-12,12000
Product_0083,Whse_J,Category_019,2012-03-19,112000
Product_0083,Whse_J,Category_019,2012-03-26,22000
Product_0083,Whse_J,Category_019,2012-04-02,65000
Product_0083,Whse_J,Category_019,2012-04-09,38000
Product_0083,Whse_J,Category_019,2012-04-16,21000
Product_0083,Whse_J,Category_019,2012-04-23,154000
Product_0083,Whse_J,Category_019,2012-04-30,2000
Product_0083,Whse_J,Category_019,2012-05-07,23000
Product_0083,Whse_J,Category_019,2012-05-14,65000
Product_0083,Whse_J,Category_019,2012-05-21,48000
Product_0083,Whse_J,Category_019,2012-05-28,62000
Product_0083,Whse_J,Category_019,2012-06-04,67000
Product_0083,Whse_J,Category_019,2012-06-11,98000
Product_0083,Whse_J,Category_019,2012-06-18,12000
Product_0083,Whse_J,Category_019,2012-06-25,58000
Product_0083,Whse_J,Category_019,2012-07-02,105000
Product_0083,Whse_J,Category_019,2012-07-09,106000
Product_0083,Whse_J,Category_019,2012-07-16,19000
Product_0083,Whse_J,Category_019,2012-07-23,33000
Product_0083,Whse_J,Category_019,2012-07-30,122000
Product_0083,Whse_J,Category_019,2012-08-06,20000
Product_0083,Whse_J,Category_019,2012-08-13,20000
Product_0083,Whse_J,Category_019,2012-08-20,55000
Product_0083,Whse_J,Category_019,2012-08-27,3000
Product_0083,Whse_J,Category_019,2012-09-03,111000
Product_0083,Whse_J,Category_019,2012-09-10,67000
Product_0083,Whse_J,Category_019,2012-09-17,1000
Product_0083,Whse_J,Category_019,2012-09-24,72000
Product_0083,Whse_J,Category_019,2012-10-01,75000
Product_0083,Whse_J,Category_019,2012-10-08,33000
Product_0083,Whse_J,Category_019,2012-10-15,79000
Product_0083,Whse_J,Category_019,2012-10-22,19000
Product_0083,Whse_J,Category_019,2012-10-29,133000
Product_0083,Whse_J,Category_019,2012-11-05,1000
Product_0083,Whse_J,Category_019,2012-11-12,33000
Product_0083,Whse_J,Category_019,2012-11-19,40000
Product_0083,Whse_J,Category_019,2012-11-26,70000
Product_0083,Whse_J,Category_019,2012-12-03,42000
Product_0083,Whse_J,Category_019,2012-12-10,24000
Product_0083,Whse_J,Category_019,2012-12-17,16000
Product_0083,Whse_J,Category_019,2012-12-24,63000
Product_0083,Whse_J,Category_019,2012-12-31,10000
Product_0083,Whse_J,Category_019,2013-01-07,1000
Product_0083,Whse_J,Category_019,2013-01-14,24000
Product_0083,Whse_J,Category_019,2013-01-21,73000
Product_0083,Whse_J,Category_019,2013-01-28,76000
Product_0083,Whse_J,Category_019,2013-02-04,7000
Product_0083,Whse_J,Category_019,2013-02-11,73000
Product_0083,Whse_J,Category_019,2013-02-18,20000
Product_0083,Whse_J,Category_019,2013-02-25,3000
Product_0083,Whse_J,Category_019,2013-03-04,63000
Product_0083,Whse_J,Category_019,2013-03-11,12000
Product_0083,Whse_J,Category_019,2013-03-18,47000
Product_0083,Whse_J,Category_019,2013-03-25,29000
Product_0083,Whse_J,Category_019,2013-04-01,70000
Product_0083,Whse_J,Category_019,2013-04-08,45000
Product_0083,Whse_J,Category_019,2013-04-15,21000
Product_0083,Whse_J,Category_019,2013-04-22,16000
Product_0083,Whse_J,Category_019,2013-04-29,88000
Product_0083,Whse_J,Category_019,2013-05-06,17000
Product_0083,Whse_J,Category_019,2013-05-13,144000
Product_0083,Whse_J,Category_019,2013-05-20,9000
Product_0083,Whse_J,Category_019,2013-05-27,17000
Product_0083,Whse_J,Category_019,2013-06-03,110000
Product_0083,Whse_J,Category_019,2013-06-10,48000
Product_0083,Whse_J,Category_019,2013-06-17,18000
Product_0083,Whse_J,Category_019,2013-06-24,30000
Product_0083,Whse_J,Category_019,2013-07-01,23000
Product_0083,Whse_J,Category_019,2013-07-08,107000
Product_0083,Whse_J,Category_019,2013-07-15,1000
Product_0083,Whse_J,Category_019,2013-07-22,84000
Product_0083,Whse_J,Category_019,2013-07-29,10000
Product_0083,Whse_J,Category_019,2013-08-05,105000
Product_0083,Whse_J,Category_019,2013-08-12,0
Product_0083,Whse_J,Category_019,2013-08-19,0
Product_0083,Whse_J,Category_019,2013-08-26,7000
Product_0083,Whse_J,Category_019,2013-09-02,60000
Product_0083,Whse_J,Category_019,2013-09-09,77000
Product_0083,Whse_J,Category_019,2013-09-16,10000
Product_0083,Whse_J,Category_019,2013-09-23,37000
Product_0083,Whse_J,Category_019,2013-09-30,11000
Product_0083,Whse_J,Category_019,2013-10-07,88000
Product_0083,Whse_J,Category_019,2013-10-14,25000
Product_0083,Whse_J,Category_019,2013-10-21,16000
Product_0083,Whse_J,Category_019,2013-10-28,26000
Product_0083,Whse_J,Category_019,2013-11-04,25000
Product_0083,Whse_J,Category_019,2013-11-11,36000
Product_0083,Whse_J,Category_019,2013-11-18,13000
Product_0083,Whse_J,Category_019,2013-11-25,25000
Product_0083,Whse_J,Category_019,2013-12-02,34000
Product_0083,Whse_J,Category_019,2013-12-09,105000
Product_0083,Whse_J,Category_019,2013-12-16,29000
Product_0083,Whse_J,Category_019,2013-12-23,48000
Product_0083,Whse_J,Category_019,2013-12-30,106000
Product_0083,Whse_J,Category_019,2014-01-06,1000
Product_0083,Whse_J,Category_019,2014-01-13,24000
Product_0083,Whse_J,Category_019,2014-01-20,26000
Product_0083,Whse_J,Category_019,2014-01-27,3000
Product_0083,Whse_J,Category_019,2014-02-03,100000
Product_0083,Whse_J,Category_019,2014-02-10,11000
Product_0083,Whse_J,Category_019,2014-02-17,7000
Product_0083,Whse_J,Category_019,2014-02-24,125000
Product_0083,Whse_J,Category_019,2014-03-03,31000
Product_0083,Whse_J,Category_019,2014-03-10,23000
Product_0083,Whse_J,Category_019,2014-03-17,17000
Product_0083,Whse_J,Category_019,2014-03-24,53000
Product_0083,Whse_J,Category_019,2014-03-31,59000
Product_0083,Whse_J,Category_019,2014-04-07,25000
Product_0083,Whse_J,Category_019,2014-04-14,64000
Product_0083,Whse_J,Category_019,2014-04-21,14000
Product_0083,Whse_J,Category_019,2014-04-28,19000
Product_0083,Whse_J,Category_019,2014-05-05,86000
Product_0083,Whse_J,Category_019,2014-05-12,89000
Product_0083,Whse_J,Category_019,2014-05-19,33000
Product_0083,Whse_J,Category_019,2014-05-26,38000
Product_0083,Whse_J,Category_019,2014-06-02,71000
Product_0083,Whse_J,Category_019,2014-06-09,24000
Product_0083,Whse_J,Category_019,2014-06-16,16000
Product_0083,Whse_J,Category_019,2014-06-23,29000
Product_0083,Whse_J,Category_019,2014-06-30,88000
Product_0083,Whse_J,Category_019,2014-07-07,20000
Product_0083,Whse_J,Category_019,2014-07-14,2000
Product_0083,Whse_J,Category_019,2014-07-21,9000
Product_0083,Whse_J,Category_019,2014-07-28,99000
Product_0083,Whse_J,Category_019,2014-08-04,22000
Product_0083,Whse_J,Category_019,2014-08-11,49000
Product_0083,Whse_J,Category_019,2014-08-18,2000
Product_0083,Whse_J,Category_019,2014-08-25,117000
Product_0083,Whse_J,Category_019,2014-09-01,6000
Product_0083,Whse_J,Category_019,2014-09-08,35000
Product_0083,Whse_J,Category_019,2014-09-15,34000
Product_0083,Whse_J,Category_019,2014-09-22,118000
Product_0083,Whse_J,Category_019,2014-09-29,1000
Product_0083,Whse_J,Category_019,2014-10-06,78000
Product_0083,Whse_J,Category_019,2014-10-13,75000
Product_0083,Whse_J,Category_019,2014-10-20,102000
Product_0083,Whse_J,Category_019,2014-10-27,45000
Product_0083,Whse_J,Category_019,2014-11-03,21000
Product_0083,Whse_J,Category_019,2014-11-10,39000
Product_0083,Whse_J,Category_019,2014-11-17,15000
Product_0083,Whse_J,Category_019,2014-11-24,28000
Product_0083,Whse_J,Category_019,2014-12-01,80000
Product_0083,Whse_J,Category_019,2014-12-08,22000
Product_0083,Whse_J,Category_019,2014-12-15,5000
Product_0083,Whse_J,Category_019,2014-12-22,90000
Product_0083,Whse_J,Category_019,2014-12-29,2000
Product_0083,Whse_J,Category_019,2015-01-05,32000
Product_0083,Whse_J,Category_019,2015-01-12,58000
Product_0083,Whse_J,Category_019,2015-01-19,43000
Product_0083,Whse_J,Category_019,2015-01-26,47000
Product_0083,Whse_J,Category_019,2015-02-02,0
Product_0083,Whse_J,Category_019,2015-02-09,27000
Product_0083,Whse_J,Category_019,2015-02-16,62000
Product_0083,Whse_J,Category_019,2015-02-23,56000
Product_0083,Whse_J,Category_019,2015-03-02,35000
Product_0083,Whse_J,Category_019,2015-03-09,19000
Product_0083,Whse_J,Category_019,2015-03-16,125000
Product_0083,Whse_J,Category_019,2015-03-23,10000
Product_0083,Whse_J,Category_019,2015-03-30,35000
Product_0083,Whse_J,Category_019,2015-04-06,18000
Product_0083,Whse_J,Category_019,2015-04-13,17000
Product_0083,Whse_J,Category_019,2015-04-20,66000
Product_0083,Whse_J,Category_019,2015-04-27,48000
Product_0083,Whse_J,Category_019,2015-05-04,114000
Product_0083,Whse_J,Category_019,2015-05-11,42000
Product_0083,Whse_J,Category_019,2015-05-18,54000
Product_0083,Whse_J,Category_019,2015-05-25,12000
Product_0083,Whse_J,Category_019,2015-06-01,92000
Product_0083,Whse_J,Category_019,2015-06-08,24000
Product_0083,Whse_J,Category_019,2015-06-15,7000
Product_0083,Whse_J,Category_019,2015-06-22,24000
Product_0083,Whse_J,Category_019,2015-06-29,61000
Product_0083,Whse_J,Category_019,2015-07-06,56000
Product_0083,Whse_J,Category_019,2015-07-13,15000
Product_0083,Whse_J,Category_019,2015-07-20,17000
Product_0083,Whse_J,Category_019,2015-07-27,74000
Product_0083,Whse_J,Category_019,2015-08-03,22000
Product_0083,Whse_J,Category_019,2015-08-10,21000
Product_0083,Whse_J,Category_019,2015-08-17,53000
Product_0083,Whse_J,Category_019,2015-08-24,16000
Product_0083,Whse_J,Category_019,2015-08-31,9000
Product_0083,Whse_J,Category_019,2015-09-07,71000
Product_0083,Whse_J,Category_019,2015-09-14,149000
Product_0083,Whse_J,Category_019,2015-09-21,66000
Product_0083,Whse_J,Category_019,2015-09-28,1000
Product_0083,Whse_J,Category_019,2015-10-05,85000
Product_0083,Whse_J,Category_019,2015-10-12,72000
Product_0083,Whse_J,Category_019,2015-10-19,79000
Product_0083,Whse_J,Category_019,2015-10-26,27000
Product_0083,Whse_J,Category_019,2015-11-02,116000
Product_0083,Whse_J,Category_019,2015-11-09,10000
Product_0083,Whse_J,Category_019,2015-11-16,30000
Product_0083,Whse_J,Category_019,2015-11-23,0
Product_0083,Whse_J,Category_019,2015-11-30,100000
Product_0083,Whse_J,Category_019,2015-12-07,67000
Product_0083,Whse_J,Category_019,2015-12-14,72000
Product_0083,Whse_J,Category_019,2015-12-21,75000
Product_0083,Whse_J,Category_019,2015-12-28,17000
Product_0083,Whse_J,Category_019,2016-01-04,0
Product_0083,Whse_J,Category_019,2016-01-11,19000
Product_0083,Whse_J,Category_019,2016-01-18,6000
Product_0083,Whse_J,Category_019,2016-01-25,25000
Product_0083,Whse_J,Category_019,2016-02-01,66000
Product_0083,Whse_J,Category_019,2016-02-08,28000
Product_0083,Whse_J,Category_019,2016-02-15,0
Product_0083,Whse_J,Category_019,2016-02-22,168000
Product_0083,Whse_J,Category_019,2016-02-29,21000
Product_0083,Whse_J,Category_019,2016-03-07,3000
Product_0083,Whse_J,Category_019,2016-03-14,22000
Product_0083,Whse_J,Category_019,2016-03-21,26000
Product_0083,Whse_J,Category_019,2016-03-28,100000
Product_0083,Whse_J,Category_019,2016-04-04,49000
Product_0083,Whse_J,Category_019,2016-04-11,28000
Product_0083,Whse_J,Category_019,2016-04-18,118000
Product_0083,Whse_J,Category_019,2016-04-25,222000
Product_0083,Whse_J,Category_019,2016-05-02,0
Product_0083,Whse_J,Category_019,2016-05-09,31000
Product_0083,Whse_J,Category_019,2016-05-16,121000
Product_0083,Whse_J,Category_019,2016-05-23,68000
Product_0083,Whse_J,Category_019,2016-05-30,35000
Product_0083,Whse_J,Category_019,2016-06-06,74000
Product_0083,Whse_J,Category_019,2016-06-13,68000
Product_0083,Whse_J,Category_019,2016-06-20,26000
Product_0083,Whse_J,Category_019,2016-06-27,22000
Product_0083,Whse_J,Category_019,2016-07-04,205000
Product_0083,Whse_J,Category_019,2016-07-11,13000
Product_0083,Whse_J,Category_019,2016-07-18,18000
Product_0083,Whse_J,Category_019,2016-07-25,87000
Product_0083,Whse_J,Category_019,2016-08-01,233000
Product_0083,Whse_J,Category_019,2016-08-08,33000
Product_0083,Whse_J,Category_019,2016-08-15,1000
Product_0083,Whse_J,Category_019,2016-08-22,37000
Product_0083,Whse_J,Category_019,2016-08-29,197000
Product_0083,Whse_J,Category_019,2016-09-05,35000
Product_0083,Whse_J,Category_019,2016-09-12,39000
Product_0083,Whse_J,Category_019,2016-09-19,75000
Product_0083,Whse_J,Category_019,2016-09-26,38000
Product_0083,Whse_J,Category_019,2016-10-03,48000
Product_0083,Whse_J,Category_019,2016-10-10,47000
Product_0083,Whse_J,Category_019,2016-10-17,31000
Product_0083,Whse_J,Category_019,2016-10-24,78000
Product_0083,Whse_J,Category_019,2016-10-31,130000
Product_0083,Whse_J,Category_019,2016-11-07,28000
Product_0083,Whse_J,Category_019,2016-11-14,18000
Product_0083,Whse_J,Category_019,2016-11-21,94000
Product_0083,Whse_J,Category_019,2016-11-28,37000
Product_0083,Whse_J,Category_019,2016-12-05,25000
Product_0083,Whse_J,Category_019,2016-12-12,48000
Product_0083,Whse_J,Category_019,2016-12-19,47000
